,debtor_zip,debtor_rt,debtor_rw,debtor_birth_place,debtor_age,debtor_occupation,debtor_marital_status,debtor_gender,debtor_education_level,employment_type,number_of_dependents,net_income,payment_date,loan_amount,tenor,amount_of_late,late_payment_amount,credit_score,arrears_amounts,aset,aging,credit_risk,loss_reverse
2806,35969,19,3,"Kalimantan Selatan, 23-09-1980",43,Pengusaha,Cerai mati,perempuan,D3,Retired,4,10500000,4,61666667,10,13,2,208,0,8500000,DPK,Tertagih dengan resiko rendah,0
2807,48429,16,10,"Papua, 15-06-1990",33,Buruh,Menikah,perempuan,S2,Retired,2,13000000,5,60166667,11,0,0,397,0,9500000,Lancar,Tertagih dengan resiko rendah,0
2808,20935,12,16,"Kalimantan Barat, 22-12-1983",40,Pengusaha,Cerai mati,laki-laki,D3,Retired,5,15500000,5,79833333,13,140,9,119,3,7500000,Diragukan,Tertagih dengan resiko tinggi,59875000
2809,65760,13,20,"Jawa Tengah, 01-02-1979",44,Pegawai Negeri,Cerai hidup,perempuan,S3,Retired,3,22000000,2,55833333,20,22,2,692,1,6000000,DPK,Tertagih dengan resiko rendah,13958333
2810,95446,3,1,"Banten, 07-06-1963",60,Pegawai Negeri,Cerai hidup,laki-laki,S2,Retired,2,13000000,1,60333333,9,63,7,351,1,11000000,DPK,Tertagih dengan resiko rendah,15083333
2811,43248,14,8,"Lampung, 07-03-1975",48,Profesional,Cerai hidup,laki-laki,S1,Retired,4,21000000,1,49166667,12,86,5,297,1,5000000,DPK,Tertagih dengan resiko rendah,12291667
2812,73390,12,9,"Gorontalo, 19-04-1982",41,Pegawai Negeri,Menikah,laki-laki,S1,Retired,2,13000000,5,61500000,10,28,2,394,1,15000000,DPK,Tertagih dengan resiko rendah,15375000
2813,4180,20,4,"Papua, 28-12-1990",33,Profesional,Cerai mati,perempuan,S2,Retired,2,18000000,5,36500000,18,78,4,411,1,5000000,DPK,Tertagih dengan resiko rendah,9125000
2814,42263,10,19,"Jambi, 24-10-1965",58,Pengusaha,Cerai mati,laki-laki,D3,Contract,3,22500000,4,79500000,18,89,5,580,1,18500000,DPK,Tertagih dengan resiko rendah,19875000
2815,39756,3,9,"Kepulauan Bangka Belitung, 28-05-1998",25,Profesional,Menikah,perempuan,D3,Retired,5,10500000,3,55833333,4,79,5,367,2,13000000,DPK,Tertagih dengan resiko tinggi,27916667
2816,52764,8,16,"Sumatera Selatan, 09-05-1987",36,Buruh,Belum menikah,perempuan,D3,Full-time,4,17500000,7,52000000,18,0,0,323,0,15500000,Lancar,Tertagih dengan resiko rendah,0
2817,11090,16,6,"Sumatera Selatan, 13-09-1994",29,Pengusaha,Belum menikah,laki-laki,S1,Self-employed,2,26000000,3,137666667,34,52,2,486,1,6000000,DPK,Tidak tertagih dengan resiko rendah,34416667
2818,88490,14,16,"Nusa Tenggara Timur, 14-05-1960",63,Buruh,Menikah,perempuan,S1,Retired,4,18000000,1,71666667,13,97,7,180,2,9000000,Kurang lancar,Tertagih dengan resiko tinggi,35833333
2819,7370,3,2,"Sumatera Selatan, 23-03-1975",48,Buruh,Cerai mati,laki-laki,SMA,Contract,1,6700000,4,59833333,13,28,2,468,1,5500000,DPK,Tertagih dengan resiko rendah,14958333
2820,35952,18,9,"Sumatera Utara, 10-08-1975",48,Profesional,Cerai hidup,laki-laki,D1,Contract,0,10500000,2,57333333,13,47,3,475,1,15500000,DPK,Tertagih dengan resiko rendah,14333333
2821,77683,1,4,"DKI Jakarta, 03-05-1991",32,Buruh,Belum menikah,perempuan,S2,Retired,2,13000000,7,55500000,14,89,5,341,2,6500000,DPK,Tertagih dengan resiko tinggi,27750000
2822,10254,20,16,"Sumatera Barat, 10-06-1983",40,Pegawai Negeri,Belum menikah,laki-laki,D3,Retired,3,15500000,2,44333333,10,113,8,132,1,3000000,Kurang lancar,Tertagih dengan resiko rendah,11083333
2823,14789,4,4,"Sulawesi Selatan, 13-01-1989",34,Profesional,Cerai hidup,laki-laki,S2,Retired,4,18000000,1,73166667,1,94,4,275,2,8000000,Kurang lancar,Tertagih dengan resiko tinggi,36583333
2824,2754,4,2,"Sulawesi Tenggara, 09-10-1992",31,Pegawai Negeri,Cerai hidup,laki-laki,S1,Retired,4,13000000,9,61166667,16,40,3,452,1,13500000,DPK,Tertagih dengan resiko rendah,15291667
2825,87812,7,15,"Gorontalo, 17-08-1967",56,Pegawai Negeri,Belum menikah,laki-laki,S1,Full-time,3,23000000,4,74000000,16,94,5,647,2,15500000,Kurang lancar,Tertagih dengan resiko tinggi,37000000
2826,85522,17,11,"Kalimantan Tengah, 15-02-1995",28,Profesional,Menikah,perempuan,SMA,Part-time,1,4700000,5,22000000,2,84,6,22,1,7000000,DPK,Tidak tertagih dengan resiko tinggi,5500000
2827,52424,14,7,"DKI Jakarta, 05-10-1980",43,Pegawai Swasta,Cerai hidup,laki-laki,D3,Full-time,4,17500000,8,76833333,8,157,8,192,3,14000000,Diragukan,Tertagih dengan resiko tinggi,57625000
2828,57902,17,1,"Gorontalo, 28-12-1976",47,Buruh,Menikah,perempuan,D3,Full-time,3,17500000,9,64500000,15,31,2,584,1,17000000,DPK,Tertagih dengan resiko rendah,16125000
2829,94002,7,2,"Jawa Timur, 24-07-1993",30,Pegawai Negeri,Menikah,perempuan,S1,Retired,2,16000000,7,66500000,6,142,7,105,1,5000000,Diragukan,Tertagih dengan resiko tinggi,16625000
2830,92235,17,2,"Jawa Tengah, 15-04-1982",41,Pengusaha,Belum menikah,perempuan,S1,Retired,2,13000000,3,57333333,15,42,2,382,1,6500000,DPK,Tertagih dengan resiko rendah,14333333
2831,33190,20,11,"Bali, 17-09-1989",34,Pengusaha,Menikah,perempuan,D1,Retired,4,10500000,2,58666667,10,29,1,327,1,5500000,DPK,Tertagih dengan resiko rendah,14666667
2832,70871,19,8,"Kalimantan Selatan, 23-10-1966",57,Pegawai Swasta,Cerai hidup,laki-laki,S1,Full-time,0,20000000,6,48333333,23,22,2,615,0,5500000,DPK,Tertagih dengan resiko rendah,0
2833,87221,11,15,"Aceh, 12-05-1960",63,Buruh,Cerai mati,laki-laki,SMA,Contract,1,9700000,2,63166667,19,39,3,391,1,4500000,DPK,Tertagih dengan resiko rendah,15791667
2834,97129,7,8,"Sulawesi Selatan, 09-12-1989",34,Pegawai Negeri,Menikah,laki-laki,SMA,Part-time,1,10700000,4,55166667,14,65,3,362,1,8500000,DPK,Tertagih dengan resiko rendah,13791667
2835,65888,7,13,"Riau, 27-01-1967",56,Profesional,Belum menikah,perempuan,D1,Retired,4,10500000,3,52833333,15,29,1,340,1,4500000,DPK,Tertagih dengan resiko rendah,13208333
2836,66161,3,16,"DKI Jakarta, 01-01-1991",32,Profesional,Cerai hidup,laki-laki,D3,Full-time,0,25500000,4,143833333,26,36,2,572,1,10000000,DPK,Tidak tertagih dengan resiko rendah,35958333
2837,8137,7,6,"Gorontalo, 15-10-1991",32,Pegawai Swasta,Cerai mati,laki-laki,S3,Full-time,2,26000000,7,138166667,35,22,1,618,1,8000000,DPK,Tidak tertagih dengan resiko rendah,34541667
2838,79574,2,15,"Sulawesi Tenggara, 04-12-1965",58,Profesional,Menikah,laki-laki,SMA,Contract,1,10700000,3,57333333,1,34,3,294,1,9500000,DPK,Tertagih dengan resiko rendah,14333333
2839,41986,17,12,"Banten, 30-07-1996",27,Pegawai Negeri,Cerai hidup,laki-laki,SMA,Contract,2,6700000,6,56833333,15,54,3,346,1,13500000,DPK,Tertagih dengan resiko rendah,14208333
2840,46400,6,20,"Nusa Tenggara Timur, 22-02-1965",58,Profesional,Belum menikah,laki-laki,D3,Full-time,3,22500000,2,88000000,16,40,2,529,1,7500000,DPK,Tertagih dengan resiko rendah,22000000
2841,40971,9,11,"Riau, 19-10-1968",55,Pegawai Negeri,Cerai mati,laki-laki,D3,Full-time,4,17500000,5,59000000,12,57,4,112,2,6500000,DPK,Tertagih dengan resiko tinggi,29500000
2842,63609,5,15,"Sulawesi Tengah, 24-09-1960",63,Pegawai Swasta,Belum menikah,perempuan,SMA,Contract,1,6700000,9,61500000,7,131,9,300,3,7500000,Diragukan,Tertagih dengan resiko tinggi,46125000
2843,62556,4,16,"Jawa Tengah, 10-12-1993",30,Pegawai Swasta,Cerai hidup,laki-laki,S3,Full-time,2,21000000,4,50333333,17,76,4,564,1,19500000,DPK,Tertagih dengan resiko rendah,12583333
2844,19659,16,6,"Sulawesi Utara, 21-08-1983",40,Pegawai Negeri,Menikah,laki-laki,S2,Retired,4,18000000,3,63000000,10,91,7,226,1,9000000,Kurang lancar,Tertagih dengan resiko rendah,15750000
2845,76814,10,19,"Sulawesi Tenggara, 27-10-1988",35,Pegawai Negeri,Menikah,laki-laki,D3,Retired,3,12500000,8,61500000,6,151,9,269,2,4500000,Diragukan,Tertagih dengan resiko tinggi,30750000
2846,87739,2,2,"Bengkulu, 28-04-1972",51,Pegawai Negeri,Menikah,perempuan,D1,Contract,4,17500000,9,63000000,5,68,4,191,2,8500000,DPK,Tertagih dengan resiko tinggi,31500000
2847,60716,13,20,"Bali, 04-06-1992",31,Profesional,Menikah,laki-laki,D1,Retired,4,15500000,4,58166667,11,131,8,238,2,15000000,Diragukan,Tertagih dengan resiko tinggi,29083333
2848,15450,20,13,"Papua, 10-04-1994",29,Pengusaha,Cerai hidup,perempuan,D1,Retired,4,10500000,6,61833333,15,49,3,214,1,14500000,DPK,Tertagih dengan resiko rendah,15458333
2849,56337,11,20,"Kalimantan Selatan, 06-01-1997",26,Pengusaha,Cerai mati,perempuan,S1,Retired,3,19000000,2,57666667,22,19,1,483,1,8000000,DPK,Tertagih dengan resiko rendah,14416667
2850,12746,19,14,"Jawa Timur, 27-07-1962",61,Pegawai Swasta,Cerai hidup,laki-laki,S1,Full-time,2,30000000,6,139333333,25,0,0,439,0,4000000,Lancar,Tidak tertagih dengan resiko rendah,0
2851,54752,11,13,"Kalimantan Tengah, 24-08-2000",23,Pegawai Negeri,Cerai mati,perempuan,SMA,Contract,1,9700000,5,60333333,16,49,2,309,1,19000000,DPK,Tertagih dengan resiko rendah,15083333
2852,65297,4,2,"Kalimantan Barat, 20-06-1968",55,Buruh,Menikah,perempuan,S1,Retired,4,21000000,9,62333333,2,106,6,246,2,3000000,Kurang lancar,Tertagih dengan resiko tinggi,31166667
2853,38229,18,9,"Banten, 27-05-1968",55,Profesional,Belum menikah,perempuan,D3,Retired,3,10500000,8,61333333,19,12,1,234,0,5000000,DPK,Tertagih dengan resiko rendah,0
2854,53235,19,2,"Nusa Tenggara Barat, 18-07-1981",42,Profesional,Cerai mati,perempuan,D3,Full-time,3,17500000,8,65000000,1,89,6,295,1,8500000,DPK,Tertagih dengan resiko rendah,16250000
2855,19444,17,16,"Kepulauan Riau, 17-04-1993",30,Profesional,Cerai mati,perempuan,D3,Full-time,4,17500000,3,46833333,18,69,5,495,1,13000000,DPK,Tertagih dengan resiko rendah,11708333
2856,48505,3,8,"Lampung, 06-10-1975",48,Pengusaha,Cerai hidup,laki-laki,D1,Retired,3,10500000,2,54666667,17,55,2,329,2,4500000,DPK,Tertagih dengan resiko rendah,27333333
2857,28522,2,1,"Sulawesi Selatan, 17-02-1971",52,Buruh,Cerai mati,laki-laki,S2,Retired,3,18000000,1,67666667,19,41,3,413,2,10500000,DPK,Tertagih dengan resiko tinggi,33833333
2858,32237,20,11,"Jawa Timur, 08-08-1988",35,Pegawai Negeri,Belum menikah,perempuan,D3,Retired,4,10500000,7,63500000,10,24,2,249,0,6000000,DPK,Tertagih dengan resiko rendah,0
2859,86472,15,4,"Jawa Barat, 02-08-1986",37,Pengusaha,Cerai hidup,laki-laki,D3,Retired,5,15500000,4,53833333,13,94,8,114,1,8500000,Kurang lancar,Tertagih dengan resiko rendah,13458333
2860,43557,6,14,"Kalimantan Barat, 03-08-1976",47,Pegawai Negeri,Belum menikah,perempuan,D3,Contract,0,10500000,7,56333333,17,38,3,330,1,17000000,DPK,Tertagih dengan resiko rendah,14083333
2861,86829,20,2,"Banten, 15-09-1963",60,Pegawai Swasta,Cerai hidup,laki-laki,D2,Contract,1,10500000,1,58833333,15,69,3,434,1,14000000,DPK,Tertagih dengan resiko rendah,14708333
2862,2045,4,11,"Gorontalo, 27-12-1994",29,Pegawai Swasta,Cerai mati,laki-laki,S1,Retired,4,13000000,2,58833333,4,68,5,452,1,7000000,DPK,Tertagih dengan resiko rendah,14708333
2863,39880,20,16,"Bali, 07-09-1964",59,Pengusaha,Cerai hidup,perempuan,S1,Retired,2,13000000,3,61166667,1,33,2,321,1,9500000,DPK,Tertagih dengan resiko rendah,15291667
2864,76899,12,10,"Sumatera Barat, 22-05-1974",49,Profesional,Cerai hidup,laki-laki,SMA,Contract,2,5700000,4,60166667,17,28,1,215,1,5500000,DPK,Tertagih dengan resiko rendah,15041667
2865,49354,1,17,"Bali, 15-02-1982",41,Pegawai Negeri,Cerai mati,laki-laki,S1,Retired,3,18000000,7,67500000,18,30,3,455,1,6000000,DPK,Tertagih dengan resiko rendah,16875000
2866,60321,9,2,"Banten, 12-01-1989",34,Profesional,Cerai hidup,perempuan,S1,Retired,4,13000000,1,58333333,12,53,3,463,1,14000000,DPK,Tertagih dengan resiko rendah,14583333
2867,18624,12,20,"Banten, 03-02-1990",33,Pengusaha,Cerai mati,laki-laki,S1,Retired,3,18000000,1,41500000,19,18,2,666,0,9000000,DPK,Tertagih dengan resiko rendah,0
2868,13561,6,12,"Sumatera Selatan, 14-09-2000",23,Pegawai Swasta,Menikah,laki-laki,D3,Retired,4,20500000,6,76333333,1,160,9,208,3,13000000,Diragukan,Tertagih dengan resiko tinggi,57250000
2869,11761,17,17,"Jambi, 11-10-1997",26,Pengusaha,Cerai hidup,laki-laki,S2,Retired,4,13000000,1,54500000,12,23,2,499,1,9500000,DPK,Tertagih dengan resiko rendah,13625000
2870,76719,14,14,"Lampung, 09-10-1978",45,Pegawai Swasta,Belum menikah,laki-laki,S1,Retired,4,18000000,7,65833333,3,160,10,274,2,4500000,Diragukan,Tertagih dengan resiko tinggi,32916667
2871,68579,10,10,"Maluku Utara, 01-11-1971",52,Profesional,Cerai hidup,perempuan,D2,Retired,3,12500000,7,64666667,11,39,2,292,1,9500000,DPK,Tertagih dengan resiko rendah,16166667
2872,54034,2,9,"Jawa Timur, 17-01-1977",46,Profesional,Cerai mati,laki-laki,S3,Retired,3,13000000,2,61833333,7,35,2,359,1,4000000,DPK,Tertagih dengan resiko rendah,15458333
2873,70838,14,9,"Papua Barat, 30-09-1999",24,Pegawai Swasta,Menikah,laki-laki,D1,Contract,0,10500000,2,61833333,10,34,2,495,1,9500000,DPK,Tertagih dengan resiko rendah,15458333
2874,79690,9,9,"Papua, 21-01-1962",61,Pengusaha,Cerai mati,perempuan,SMA,Contract,1,8700000,2,54000000,4,67,4,355,1,7500000,DPK,Tertagih dengan resiko rendah,13500000
2875,47800,4,7,"Kepulauan Bangka Belitung, 31-03-1966",57,Pengusaha,Cerai hidup,laki-laki,S1,Retired,3,18000000,5,71000000,21,0,0,576,0,6000000,Lancar,Tertagih dengan resiko rendah,0
2876,117,9,2,"Jambi, 29-10-1990",33,Pegawai Swasta,Cerai mati,laki-laki,D2,Retired,4,15500000,1,56166667,6,130,8,127,3,12000000,Diragukan,Tertagih dengan resiko tinggi,42125000
2877,6908,13,17,"Jawa Barat, 10-02-1964",59,Pegawai Negeri,Belum menikah,perempuan,D1,Full-time,4,25500000,9,139666667,16,104,7,231,2,4000000,Kurang lancar,Tidak tertagih dengan resiko rendah,69833333
2878,71393,9,2,"Kalimantan Barat, 13-03-1969",54,Pegawai Negeri,Menikah,laki-laki,S2,Retired,3,13000000,3,61500000,2,0,0,411,0,16500000,Lancar,Tertagih dengan resiko rendah,0
2879,78137,17,1,"Sumatera Utara, 23-11-1986",37,Pegawai Swasta,Cerai mati,perempuan,D1,Retired,5,10500000,1,64500000,11,40,2,236,1,4500000,DPK,Tertagih dengan resiko rendah,16125000
2880,83374,10,3,"Sulawesi Selatan, 11-06-1971",52,Pengusaha,Cerai hidup,perempuan,D2,Full-time,4,22500000,8,70166667,6,168,11,137,2,6500000,Diragukan,Tertagih dengan resiko tinggi,35083333
2881,53826,15,2,"Sulawesi Selatan, 16-08-1990",33,Pegawai Swasta,Cerai mati,laki-laki,S3,Full-time,2,26000000,1,141000000,31,0,0,556,0,12000000,Lancar,Tidak tertagih dengan resiko rendah,0
2882,80904,2,18,"Sulawesi Tengah, 16-10-1990",33,Buruh,Menikah,laki-laki,S1,Retired,4,13000000,2,57166667,18,30,2,331,1,5000000,DPK,Tertagih dengan resiko rendah,14291667
2883,74494,18,20,"Maluku, 09-05-1990",33,Profesional,Cerai mati,laki-laki,S2,Retired,2,13000000,3,59666667,16,34,3,431,1,7500000,DPK,Tertagih dengan resiko rendah,14916667
2884,56084,17,4,"Maluku Utara, 23-11-1965",58,Profesional,Menikah,perempuan,SMA,Not-employed,1,4700000,7,22166667,2,163,9,75,1,7500000,Diragukan,Tidak tertagih dengan resiko tinggi,5541667
2885,56493,17,6,"Sumatera Barat, 17-04-1976",47,Pegawai Negeri,Belum menikah,perempuan,SMA,Contract,1,11700000,3,59333333,8,14,1,397,0,7000000,DPK,Tertagih dengan resiko rendah,0
2886,1501,15,9,"Kalimantan Tengah, 12-03-1961",62,Buruh,Belum menikah,laki-laki,D3,Full-time,4,17500000,4,73500000,5,142,10,214,2,17000000,Diragukan,Tertagih dengan resiko tinggi,36750000
2887,80811,3,3,"Bengkulu, 01-03-1971",52,Pengusaha,Belum menikah,laki-laki,D3,Retired,4,18500000,6,69833333,3,176,9,210,2,13500000,Diragukan,Tertagih dengan resiko tinggi,34916667
2888,19162,10,15,"Sumatera Selatan, 16-01-1986",37,Pengusaha,Menikah,laki-laki,SMA,Contract,1,13700000,3,56833333,11,0,0,448,0,11000000,Lancar,Tertagih dengan resiko rendah,0
2889,19255,16,9,"Bengkulu, 25-03-1972",51,Pegawai Negeri,Belum menikah,laki-laki,SMA,Part-time,3,4700000,3,19500000,1,106,7,7,3,4500000,Kurang lancar,Tidak tertagih dengan resiko tinggi,14625000
2890,77392,9,17,"Sulawesi Tenggara, 03-03-1964",59,Profesional,Belum menikah,laki-laki,D1,Retired,3,10500000,9,60833333,8,33,3,348,1,4500000,DPK,Tertagih dengan resiko rendah,15208333
2891,28929,14,4,"Aceh, 14-10-1978",45,Profesional,Cerai hidup,laki-laki,D1,Full-time,4,22500000,5,72000000,10,164,8,121,4,7000000,Diragukan,Tertagih dengan resiko tinggi,72000000
2892,88768,7,5,"Sulawesi Tenggara, 07-08-1990",33,Buruh,Cerai hidup,perempuan,D3,Contract,0,10500000,4,62166667,6,11,1,419,0,15000000,DPK,Tertagih dengan resiko rendah,0
2893,92188,1,16,"Sulawesi Utara, 10-03-1997",26,Pegawai Swasta,Cerai mati,perempuan,S1,Contract,4,22000000,1,68666667,9,79,5,203,1,5500000,DPK,Tertagih dengan resiko rendah,17166667
2894,74893,11,7,"Kepulauan Riau, 24-07-1963",60,Pegawai Swasta,Cerai mati,perempuan,S1,Retired,2,13000000,5,56000000,12,49,3,344,1,8500000,DPK,Tertagih dengan resiko rendah,14000000
2895,85325,12,6,"Sumatera Utara, 02-10-1974",49,Pegawai Negeri,Belum menikah,perempuan,D2,Full-time,0,15500000,3,52666667,15,52,2,499,1,23000000,DPK,Tertagih dengan resiko rendah,13166667
2896,79353,15,13,"Maluku Utara, 14-03-1990",33,Pegawai Swasta,Menikah,laki-laki,S1,Full-time,3,19000000,2,66666667,11,139,8,164,2,4500000,Diragukan,Tertagih dengan resiko tinggi,33333333
2897,19520,19,13,"Riau, 10-08-1981",42,Pegawai Swasta,Belum menikah,perempuan,D3,Contract,2,10500000,7,60333333,7,24,2,361,1,4500000,DPK,Tertagih dengan resiko rendah,15083333
2898,27374,5,7,"Jawa Timur, 15-05-1987",36,Profesional,Belum menikah,perempuan,D3,Retired,3,10500000,9,60666667,17,0,0,308,0,5500000,Lancar,Tertagih dengan resiko rendah,0
2899,4574,9,1,"Sulawesi Tenggara, 19-08-1968",55,Profesional,Cerai hidup,laki-laki,D3,Retired,3,15500000,7,62833333,11,76,7,298,1,5000000,DPK,Tertagih dengan resiko rendah,15708333
2900,53479,14,1,"Kalimantan Timur, 15-04-1966",57,Pengusaha,Belum menikah,laki-laki,S1,Retired,4,13000000,3,55500000,19,23,2,445,1,33000000,DPK,Tertagih dengan resiko rendah,13875000
2901,95443,3,18,"Kalimantan Barat, 14-05-1976",47,Profesional,Belum menikah,perempuan,D3,Full-time,4,22500000,6,47166667,17,31,2,530,1,4000000,DPK,Tertagih dengan resiko rendah,11791667
2902,77163,16,7,"Kalimantan Selatan, 02-02-1999",24,Pengusaha,Belum menikah,laki-laki,S1,Retired,4,18000000,7,76833333,11,119,6,145,4,8500000,Kurang lancar,Tertagih dengan resiko tinggi,76833333
2903,10363,14,20,"Maluku, 22-01-1995",28,Pegawai Swasta,Cerai hidup,perempuan,D3,Retired,5,10500000,6,57166667,14,42,2,368,1,8000000,DPK,Tertagih dengan resiko rendah,14291667
2904,10049,14,9,"Sulawesi Tengah, 22-02-1962",61,Pengusaha,Cerai mati,perempuan,S1,Retired,3,13000000,5,57833333,9,62,4,428,1,7500000,DPK,Tertagih dengan resiko rendah,14458333
2905,61265,9,5,"Bengkulu, 25-05-1968",55,Pegawai Negeri,Cerai mati,perempuan,D2,Full-time,5,17500000,8,63000000,2,99,7,175,3,7500000,Kurang lancar,Tertagih dengan resiko tinggi,47250000
2906,23908,17,13,"Sumatera Utara, 25-06-1964",59,Buruh,Cerai mati,perempuan,S1,Full-time,2,21000000,9,60333333,25,74,4,561,2,16500000,DPK,Tertagih dengan resiko tinggi,30166667
2907,11127,20,5,"Sumatera Barat, 17-08-1975",48,Pegawai Negeri,Cerai hidup,laki-laki,S1,Full-time,0,15000000,7,72833333,5,126,7,265,1,3000000,Diragukan,Tertagih dengan resiko rendah,18208333
2908,92363,18,15,"Jambi, 01-04-1990",33,Profesional,Cerai hidup,perempuan,S2,Full-time,4,19000000,4,66333333,12,118,7,283,2,7500000,Kurang lancar,Tertagih dengan resiko tinggi,33166667
2909,39466,17,4,"Maluku Utara, 24-08-1987",36,Pegawai Swasta,Cerai hidup,laki-laki,D3,Retired,4,10500000,4,56500000,11,85,4,219,1,9500000,DPK,Tertagih dengan resiko rendah,14125000
2910,67546,16,12,"Kepulauan Riau, 03-01-1982",41,Pegawai Swasta,Cerai mati,perempuan,S2,Retired,3,18000000,7,62500000,8,81,6,193,1,8500000,DPK,Tertagih dengan resiko rendah,15625000
2911,58556,6,14,"Jawa Barat, 26-10-1998",25,Pegawai Swasta,Cerai hidup,perempuan,D2,Retired,3,18500000,1,68333333,25,82,5,456,1,5500000,DPK,Tertagih dengan resiko rendah,17083333
2912,8935,8,1,"Kalimantan Tengah, 16-01-1982",41,Buruh,Menikah,perempuan,S1,Retired,2,21000000,7,57000000,24,0,0,584,0,5500000,Lancar,Tertagih dengan resiko rendah,0
2913,98131,6,18,"Sulawesi Utara, 21-01-1976",47,Profesional,Belum menikah,laki-laki,D1,Contract,0,10500000,7,59166667,17,12,1,309,0,3500000,DPK,Tertagih dengan resiko rendah,0
2914,87287,9,7,"Sulawesi Utara, 26-12-1996",27,Pengusaha,Belum menikah,laki-laki,SMP,Not-employed,1,2600000,2,23166667,1,178,8,84,2,6000000,Diragukan,Tidak tertagih dengan resiko tinggi,11583333
2915,51666,15,6,"Kalimantan Selatan, 18-08-1973",50,Pegawai Negeri,Belum menikah,laki-laki,D1,Retired,3,10500000,8,58166667,14,0,0,378,0,6000000,Lancar,Tertagih dengan resiko rendah,0
2916,48131,5,9,"Gorontalo, 20-08-1965",58,Pengusaha,Cerai hidup,laki-laki,S3,Retired,4,18000000,3,66833333,13,114,7,101,2,8500000,Kurang lancar,Tertagih dengan resiko tinggi,33416667
2917,86875,20,20,"Kalimantan Timur, 21-08-1999",24,Pengusaha,Cerai mati,perempuan,D1,Full-time,4,18500000,6,44500000,20,29,2,584,1,11500000,DPK,Tertagih dengan resiko rendah,11125000
2918,26485,3,3,"Jambi, 05-12-1961",62,Profesional,Cerai hidup,perempuan,D1,Retired,4,15500000,7,65333333,8,93,8,201,1,8000000,Kurang lancar,Tertagih dengan resiko rendah,16333333
2919,54500,17,20,"Gorontalo, 23-08-1969",54,Pegawai Swasta,Cerai hidup,perempuan,S3,Full-time,4,19000000,8,72500000,5,139,9,239,4,10500000,Diragukan,Tertagih dengan resiko tinggi,72500000
2920,71235,20,12,"Kalimantan Barat, 17-09-1996",27,Pengusaha,Cerai hidup,laki-laki,D3,Full-time,4,17500000,7,80166667,14,111,9,287,1,5500000,Kurang lancar,Tertagih dengan resiko tinggi,20041667
2921,41154,20,3,"DI Yogyakarta, 06-09-1993",30,Pengusaha,Menikah,perempuan,S2,Full-time,4,19000000,6,50000000,22,25,2,355,1,6500000,DPK,Tertagih dengan resiko rendah,12500000
2922,80948,13,18,"Jambi, 31-05-1986",37,Pegawai Swasta,Cerai hidup,laki-laki,S2,Retired,2,13000000,5,64833333,19,16,1,362,1,7000000,DPK,Tertagih dengan resiko rendah,16208333
2923,54266,4,7,"Nusa Tenggara Timur, 10-10-1971",52,Buruh,Menikah,perempuan,D3,Full-time,4,21500000,2,62833333,5,141,8,204,3,10500000,Diragukan,Tertagih dengan resiko tinggi,47125000
2924,88341,9,18,"Sulawesi Utara, 12-07-1980",43,Profesional,Belum menikah,perempuan,S1,Retired,4,18000000,4,67666667,3,97,6,241,2,6500000,Kurang lancar,Tertagih dengan resiko tinggi,33833333
2925,67490,1,15,"Kepulauan Bangka Belitung, 05-11-1977",46,Pegawai Negeri,Menikah,laki-laki,SMA,Internship,3,4700000,5,21500000,1,171,10,91,3,25000000,Diragukan,Tidak tertagih dengan resiko tinggi,16125000
