,number_of_dependents,net_income,loan_amount,tenor,amount_of_late,late_payment_amount,credit_score,arrears_amounts,aset,debtor_education_level,aging,loss_reverse
2608,1.0,24500000.0,52333333.0,19.0,13.0,3.0,373.0,0.0,4000000.0,D1,DPK,0.0
2609,1.0,21500000.0,79000000.0,24.0,43.0,2.0,400.0,1.0,28000000.0,D1,DPK,19750000.0
2610,3.0,17500000.0,64833333.0,5.0,104.0,5.0,160.0,1.0,8000000.0,D1,Kurang lancar,16208333.0
2611,4.0,10500000.0,57666667.0,2.0,103.0,8.0,343.0,1.0,9500000.0,D2,Kurang lancar,14416667.0
2612,4.0,15500000.0,70666667.0,4.0,95.0,7.0,253.0,1.0,12000000.0,D3,Kurang lancar,17666667.0
2613,4.0,19000000.0,78000000.0,5.0,139.0,8.0,247.0,3.0,7500000.0,S2,Diragukan,58500000.0
2614,3.0,13000000.0,59500000.0,19.0,39.0,3.0,331.0,1.0,7000000.0,S3,DPK,14875000.0
2615,2.0,11700000.0,61500000.0,11.0,10.0,1.0,241.0,0.0,6500000.0,SMA,DPK,0.0
2616,4.0,19000000.0,45333333.0,20.0,99.0,5.0,410.0,1.0,4000000.0,S2,Kurang lancar,11333333.0
2617,3.0,24000000.0,55833333.0,20.0,59.0,4.0,555.0,1.0,7500000.0,S1,DPK,13958333.0
2618,5.0,17500000.0,61500000.0,10.0,134.0,9.0,275.0,2.0,6500000.0,D3,Diragukan,30750000.0
2619,4.0,17500000.0,61833333.0,5.0,80.0,6.0,248.0,1.0,3500000.0,D3,DPK,15458333.0
2620,4.0,16500000.0,59666667.0,12.0,65.0,6.0,267.0,1.0,18500000.0,D1,DPK,14916667.0
2621,5.0,10500000.0,55666667.0,19.0,87.0,5.0,355.0,1.0,6500000.0,D3,DPK,13916667.0
2622,1.0,26500000.0,141000000.0,27.0,44.0,2.0,448.0,1.0,8500000.0,D1,DPK,35250000.0
2623,3.0,25500000.0,136333333.0,26.0,33.0,2.0,470.0,1.0,14500000.0,D3,DPK,34083333.0
2624,3.0,27500000.0,138333333.0,26.0,3.0,2.0,359.0,0.0,7000000.0,D1,DPK,0.0
2625,2.0,13700000.0,58166667.0,15.0,36.0,3.0,316.0,1.0,7000000.0,SMA,DPK,14541667.0
2626,4.0,24000000.0,69833333.0,3.0,62.0,5.0,128.0,1.0,9500000.0,S3,DPK,17458333.0
2627,4.0,19000000.0,59500000.0,6.0,127.0,8.0,197.0,2.0,6500000.0,S3,Diragukan,29750000.0
2628,0.0,4700000.0,22166667.0,1.0,63.0,4.0,48.0,2.0,8000000.0,SMA,DPK,11083333.0
2629,2.0,21000000.0,59333333.0,24.0,82.0,4.0,484.0,2.0,7500000.0,S1,DPK,29666667.0
2630,2.0,23000000.0,66500000.0,13.0,131.0,9.0,283.0,2.0,13000000.0,S2,Diragukan,33250000.0
2631,4.0,15500000.0,73166667.0,8.0,114.0,8.0,111.0,2.0,7500000.0,D1,Kurang lancar,36583333.0
2632,3.0,24000000.0,43166667.0,19.0,83.0,4.0,378.0,1.0,7500000.0,S2,DPK,10791667.0
2633,4.0,22500000.0,74833333.0,14.0,77.0,7.0,231.0,1.0,13500000.0,D3,DPK,18708333.0
2634,4.0,19000000.0,66500000.0,8.0,111.0,8.0,156.0,2.0,11000000.0,S1,Kurang lancar,33250000.0
2635,4.0,7700000.0,58833333.0,10.0,8.0,1.0,245.0,0.0,15500000.0,SMA,DPK,0.0
2636,3.0,10500000.0,57666667.0,11.0,50.0,4.0,290.0,1.0,7000000.0,D2,DPK,14416667.0
2637,4.0,19000000.0,46500000.0,4.0,174.0,10.0,239.0,4.0,7500000.0,S2,Diragukan,46500000.0
2638,5.0,17500000.0,67500000.0,9.0,58.0,7.0,266.0,1.0,5500000.0,D1,DPK,16875000.0
2639,3.0,22500000.0,70333333.0,4.0,89.0,5.0,299.0,1.0,38500000.0,D3,DPK,17583333.0
2640,4.0,15500000.0,64666667.0,7.0,79.0,7.0,218.0,1.0,12000000.0,D3,DPK,16166667.0
2641,5.0,17500000.0,58500000.0,5.0,179.0,9.0,236.0,4.0,7500000.0,D1,Diragukan,58500000.0
2642,2.0,22000000.0,62333333.0,20.0,81.0,4.0,632.0,2.0,14500000.0,S1,DPK,31166667.0
2643,4.0,24000000.0,73166667.0,1.0,86.0,6.0,199.0,1.0,6000000.0,S2,DPK,18291667.0
2644,4.0,13000000.0,59166667.0,16.0,76.0,4.0,319.0,1.0,7500000.0,S2,DPK,14791667.0
2645,3.0,18500000.0,42666667.0,17.0,81.0,4.0,570.0,2.0,9500000.0,D3,DPK,21333333.0
2646,3.0,22500000.0,66833333.0,20.0,33.0,2.0,462.0,1.0,9500000.0,D3,DPK,16708333.0
2647,3.0,17500000.0,78500000.0,18.0,96.0,5.0,531.0,1.0,7500000.0,D3,Kurang lancar,19625000.0
2648,4.0,18000000.0,62666667.0,1.0,112.0,7.0,134.0,2.0,13500000.0,S1,Kurang lancar,31333333.0
2649,1.0,4700000.0,30666667.0,2.0,99.0,8.0,59.0,2.0,13000000.0,SMA,Kurang lancar,15333333.0
2650,3.0,19000000.0,66500000.0,23.0,0.0,0.0,427.0,0.0,9500000.0,S2,Lancar,0.0
2651,3.0,15500000.0,66166667.0,4.0,56.0,7.0,296.0,1.0,7000000.0,D3,DPK,16541667.0
2652,3.0,25500000.0,139333333.0,34.0,73.0,5.0,448.0,1.0,6500000.0,D1,DPK,34833333.0
2653,3.0,24000000.0,47000000.0,22.0,17.0,2.0,389.0,0.0,12500000.0,S1,DPK,0.0
2654,2.0,21000000.0,51333333.0,10.0,78.0,6.0,255.0,1.0,5500000.0,S1,DPK,12833333.0
2655,1.0,25500000.0,135333333.0,28.0,38.0,4.0,630.0,1.0,4500000.0,D3,DPK,33833333.0
2656,3.0,19000000.0,61000000.0,19.0,42.0,2.0,573.0,1.0,14500000.0,S1,DPK,15250000.0
2657,3.0,19000000.0,71333333.0,18.0,79.0,5.0,594.0,2.0,16000000.0,S1,DPK,35666667.0
2658,3.0,18000000.0,68166667.0,24.0,40.0,2.0,539.0,1.0,10500000.0,S1,DPK,17041667.0
2659,4.0,18500000.0,65000000.0,4.0,148.0,8.0,200.0,4.0,9000000.0,D2,Diragukan,65000000.0
2660,4.0,24000000.0,65833333.0,24.0,15.0,1.0,466.0,1.0,31000000.0,S1,DPK,16458333.0
2661,4.0,10500000.0,60166667.0,12.0,44.0,3.0,225.0,1.0,10000000.0,D3,DPK,15041667.0
2662,3.0,15500000.0,59166667.0,13.0,52.0,5.0,111.0,1.0,6500000.0,D3,DPK,14791667.0
2663,4.0,13000000.0,62666667.0,7.0,36.0,3.0,300.0,1.0,14000000.0,S2,DPK,15666667.0
2664,3.0,13000000.0,58333333.0,18.0,27.0,2.0,460.0,1.0,6500000.0,S3,DPK,14583333.0
2665,3.0,22500000.0,53500000.0,16.0,44.0,2.0,370.0,1.0,6000000.0,D3,DPK,13375000.0
2666,2.0,26000000.0,146000000.0,32.0,29.0,1.0,518.0,1.0,19000000.0,S1,DPK,36500000.0
2667,3.0,17500000.0,79333333.0,16.0,23.0,1.0,645.0,1.0,12500000.0,D3,DPK,19833333.0
2668,3.0,10500000.0,60166667.0,1.0,32.0,4.0,348.0,1.0,18000000.0,D2,DPK,15041667.0
2669,4.0,13000000.0,57500000.0,13.0,90.0,4.0,375.0,2.0,11500000.0,S1,DPK,28750000.0
2670,2.0,21000000.0,71500000.0,25.0,65.0,4.0,633.0,2.0,6000000.0,S1,DPK,35750000.0
2671,2.0,21000000.0,61666667.0,22.0,18.0,1.0,421.0,1.0,14500000.0,S2,DPK,15416667.0
2672,4.0,18000000.0,52000000.0,14.0,87.0,7.0,126.0,1.0,8000000.0,S3,DPK,13000000.0
2673,2.0,18000000.0,64666667.0,19.0,41.0,2.0,664.0,1.0,9000000.0,S3,DPK,16166667.0
2674,4.0,20000000.0,65333333.0,12.0,105.0,8.0,225.0,1.0,5000000.0,S1,Kurang lancar,16333333.0
2675,3.0,6700000.0,61833333.0,10.0,35.0,2.0,276.0,1.0,9000000.0,SMA,DPK,15458333.0
2676,5.0,17500000.0,66166667.0,5.0,98.0,7.0,188.0,1.0,5000000.0,D3,Kurang lancar,16541667.0
2677,2.0,200000.0,22833333.0,1.0,124.0,7.0,72.99999999999997,2.0,15500000.0,SMP,Diragukan,11416667.0
2678,2.0,200000.0,18500000.0,1.0,141.0,8.0,16.0,2.0,8000000.0,SD,Diragukan,9250000.0
2679,4.0,10500000.0,55666667.0,16.0,59.0,4.0,321.0,2.0,9500000.0,D3,DPK,27833333.0
2680,2.0,18000000.0,47000000.0,20.0,0.0,0.0,626.0,0.0,5000000.0,S1,Lancar,0.0
2681,3.0,26000000.0,144833333.0,33.0,19.0,1.0,518.0,1.0,13000000.0,S2,DPK,36208333.0
2682,3.0,19500000.0,74000000.0,22.0,39.0,2.0,659.0,1.0,15500000.0,D3,DPK,18500000.0
2683,4.0,24000000.0,63833333.0,21.0,29.0,2.0,428.0,1.0,7000000.0,S1,DPK,15958333.0
2684,2.0,21000000.0,60166667.0,25.0,25.0,2.0,682.0,1.0,16000000.0,S2,DPK,15041667.0
2685,2.0,26000000.0,136000000.0,31.0,38.0,3.0,385.0,1.0,5000000.0,S1,DPK,34000000.0
2686,1.0,4700000.0,16500000.0,1.0,154.0,9.0,95.0,2.0,6000000.0,SMA,Diragukan,8250000.0
2687,3.0,10500000.0,56000000.0,10.0,26.0,2.0,262.0,1.0,8500000.0,D3,DPK,14000000.0
2688,0.0,20500000.0,67000000.0,7.0,58.0,7.0,209.0,1.0,15500000.0,D3,DPK,16750000.0
2689,4.0,24000000.0,61666667.0,11.0,106.0,8.0,175.0,1.0,28000000.0,S2,Kurang lancar,15416667.0
2690,2.0,13000000.0,54333333.0,9.0,53.0,4.0,313.0,1.0,4500000.0,S2,DPK,13583333.0
2691,0.0,11500000.0,52333333.0,18.0,39.0,2.0,364.0,1.0,7000000.0,D3,DPK,13083333.0
2692,3.0,14500000.0,55333333.0,17.0,66.0,3.0,203.0,2.0,10000000.0,D2,DPK,27666667.0
2693,2.0,21000000.0,50833333.0,23.0,7.000000000000007,3.0,463.0,0.0,19500000.0,S1,DPK,0.0
2694,2.0,21000000.0,61000000.0,17.0,30.0,1.0,528.0,1.0,8000000.0,S1,DPK,15250000.0
2695,0.0,24500000.0,64666667.0,20.0,51.0,3.0,571.0,1.0,12500000.0,D1,DPK,16166667.0
2696,2.0,26000000.0,142166667.0,33.0,86.0,5.0,646.0,2.0,5500000.0,S1,DPK,71083333.0
2697,4.0,24000000.0,60166667.0,14.0,145.0,8.0,162.0,2.0,38500000.0,S1,Diragukan,30083333.0
2698,5.0,17500000.0,71500000.0,11.0,112.0,6.0,154.0,2.0,7000000.0,D3,Kurang lancar,35750000.0
2699,3.0,15500000.0,58666667.0,6.0,138.0,8.0,170.0,2.0,4000000.0,D3,Diragukan,29333333.0
2700,0.0,10500000.0,57166667.0,9.0,22.0,1.0,389.0,1.0,5500000.0,D1,DPK,14291667.0
2701,2.0,200000.0,16999999.999999993,2.0,84.0,8.0,21.0,1.0,7500000.0,SMP,DPK,4250000.0
2702,1.0,5700000.0,63333333.0,17.0,9.0,1.0,491.0,0.0,4000000.0,SMA,DPK,0.0
2703,4.0,17000000.0,57333333.0,9.0,148.0,8.0,215.0,5.0,4500000.0,S1,Diragukan,71666667.0
2704,2.0,11700000.0,58500000.0,13.0,61.0,4.0,479.0,1.0,14500000.0,SMA,DPK,14625000.0
2705,4.0,18000000.0,58166667.0,6.0,142.0,8.0,281.0,2.0,17500000.0,S2,Diragukan,29083333.0
2706,4.0,10500000.0,55666667.0,3.0,0.0,0.0,272.0,0.0,18500000.0,D2,Lancar,0.0
2707,1.0,15500000.0,58000000.0,1.0,158.0,8.0,145.0,2.0,16000000.0,D1,Diragukan,29000000.0
2708,4.0,24000000.0,67500000.0,2.0,132.0,6.0,207.0,3.0,4000000.0,S1,Diragukan,50625000.0
2709,0.0,10500000.0,64833333.0,10.0,79.0,3.0,477.0,1.0,13000000.0,D3,DPK,16208333.0
2710,1.0,13700000.0,60500000.0,10.0,62.0,3.0,370.0,1.0,7500000.0,SMA,DPK,15125000.0
2711,0.0,28500000.0,140333333.0,31.0,0.0,0.0,680.0,0.0,9500000.0,D1,Lancar,0.0
2712,0.0,15500000.0,56666667.0,22.0,32.0,2.0,511.0,1.0,14500000.0,D3,DPK,14166667.0
2713,4.0,10500000.0,56833333.0,19.0,42.0,2.0,230.0,2.0,4000000.0,D1,DPK,28416667.0
2714,4.0,9700000.0,55166667.0,5.0,9.0,2.0,230.0,0.0,13000000.0,SMA,DPK,0.0
2715,4.0,27000000.0,132666667.0,10.0,160.0,9.0,424.0,4.0,8000000.0,S1,Diragukan,132666667.0
2716,1.0,9700000.0,58166667.0,19.0,0.0,0.0,322.0,0.0,3500000.0,SMA,Lancar,0.0
2717,2.0,200000.0,23333333.0,1.0,121.0,6.0,5.0,1.0,7000000.0,SMP,Diragukan,5833333.0
2718,3.0,20500000.0,62833333.0,23.0,14.0,2.0,511.0,0.0,5500000.0,D3,DPK,0.0
2719,4.0,18000000.0,67500000.0,14.0,52.0,4.0,216.0,1.0,3000000.0,S3,DPK,16875000.0
2720,3.0,25500000.0,142500000.0,25.0,0.0,0.0,454.0,0.0,6000000.0,D1,Lancar,0.0
2721,3.0,19000000.0,54166667.0,23.0,10.0,1.0,596.0,0.0,4500000.0,S1,DPK,0.0
2722,0.0,18500000.0,60666667.0,1.0,157.0,10.0,107.0,2.0,11000000.0,D3,Diragukan,30333333.0
2723,0.0,10500000.0,62166667.0,15.0,10.999999999999993,2.0,404.0,0.0,11500000.0,D1,DPK,0.0
2724,1.0,9700000.0,55833333.0,8.0,28.0,1.0,396.0,1.0,4500000.0,SMA,DPK,13958333.0
2725,1.0,19500000.0,66000000.0,22.0,27.0,3.0,638.0,0.0,6000000.0,D1,DPK,0.0
2726,3.0,17500000.0,61166667.0,12.0,140.0,9.0,292.0,1.0,13500000.0,D3,Diragukan,15291667.0
2727,4.0,13000000.0,54833333.0,11.0,58.0,4.0,337.0,1.0,4000000.0,S1,DPK,13708333.0
2728,3.0,17500000.0,50833333.0,16.0,0.0,0.0,574.0,0.0,8000000.0,D1,Lancar,0.0
2729,4.0,19000000.0,60666667.0,5.0,126.0,7.0,235.0,3.0,10500000.0,S3,Diragukan,45500000.0
2730,4.0,10500000.0,54500000.0,5.0,29.0,2.0,269.0,1.0,7000000.0,D1,DPK,13625000.0
2731,4.0,21000000.0,70166667.0,6.0,64.0,7.0,127.0,1.0,18000000.0,S1,DPK,17541667.0
2732,3.0,18500000.0,58166667.0,25.0,19.0,1.0,502.0,1.0,10000000.0,D3,DPK,14541667.0
2733,1.0,11700000.0,55000000.0,16.0,54.0,3.0,290.0,1.0,7500000.0,SMA,DPK,13750000.0
2734,2.0,13000000.0,59000000.0,4.0,71.0,3.0,400.0,2.0,5000000.0,S3,DPK,29500000.0
2735,4.0,18500000.0,52500000.0,3.0,154.0,9.0,126.0,3.0,6000000.0,D2,Diragukan,39375000.0
2736,3.0,17500000.0,57833333.0,14.0,167.0,8.0,262.0,2.0,9000000.0,D3,Diragukan,28916667.0
2737,5.0,17500000.0,61333333.0,12.0,112.0,7.0,207.0,2.0,7000000.0,D1,Kurang lancar,30666667.0
2738,1.0,13700000.0,59333333.0,5.0,120.0,7.0,318.0,2.0,7000000.0,SMA,Kurang lancar,29666667.0
2739,1.0,12700000.0,57833333.0,3.0,52.0,3.0,310.0,1.0,8500000.0,SMA,DPK,14458333.0
2740,4.0,18000000.0,57166667.0,5.0,119.0,7.0,100.99999999999997,2.0,4000000.0,S2,Kurang lancar,28583333.0
2741,4.0,27000000.0,135333333.0,19.0,119.0,7.0,446.0,1.0,9000000.0,S1,Kurang lancar,33833333.0
2742,0.0,10500000.0,53166667.0,18.0,21.0,3.0,458.0,0.0,10500000.0,D2,DPK,0.0
2743,2.0,17500000.0,42833333.0,19.0,47.0,3.0,328.0,1.0,7500000.0,D1,DPK,10708333.0
2744,4.0,13000000.0,59500000.0,15.0,42.0,5.0,468.0,1.0,5000000.0,S2,DPK,14875000.0
2745,0.0,2600000.0,16000000.0,1.0,117.0,7.0,3.0,3.0,8000000.0,SMP,Kurang lancar,12000000.0
2746,3.0,27000000.0,138833333.0,28.0,42.0,2.0,401.0,1.0,13000000.0,S2,DPK,34708333.0
2747,5.0,10500000.0,57000000.0,12.0,58.0,3.0,282.0,1.0,4000000.0,D1,DPK,14250000.0
2748,4.0,15500000.0,51333333.0,6.0,190.0,10.0,286.0,2.0,7000000.0,D2,Macet,25666667.0
2749,5.0,17500000.0,66333333.0,6.0,186.0,10.0,195.0,2.0,6000000.0,D3,Macet,33166667.0
2750,3.0,17500000.0,51166667.0,21.0,60.0,4.0,442.0,1.0,7500000.0,D1,DPK,12791667.0
2751,0.0,26500000.0,146666667.0,35.0,39.0,2.0,496.0,1.0,4000000.0,D3,DPK,36666667.0
2752,4.0,15500000.0,47000000.0,7.0,94.0,7.0,196.0,2.0,8000000.0,D1,Kurang lancar,23500000.0
2753,3.0,11500000.0,63666667.0,1.0,45.0,3.0,321.0,1.0,9500000.0,D1,DPK,15916667.0
2754,2.0,11700000.0,62833333.0,13.0,28.0,2.0,373.0,1.0,4000000.0,SMA,DPK,15708333.0
2755,2.0,26000000.0,137000000.0,27.0,19.999999999999993,2.0,525.0,1.0,6000000.0,S2,DPK,34250000.0
2756,4.0,15500000.0,77500000.0,7.0,88.0,7.0,294.0,2.0,6000000.0,D1,DPK,38750000.0
2757,2.0,18000000.0,71500000.0,7.0,114.0,9.0,283.0,2.0,15000000.0,S3,Kurang lancar,35750000.0
2758,1.0,10500000.0,55666667.0,3.0,66.0,5.0,378.0,1.0,4000000.0,D1,DPK,13916667.0
2759,2.0,13000000.0,57000000.0,15.0,44.0,3.0,389.0,1.0,12000000.0,S1,DPK,14250000.0
2760,3.0,13000000.0,54666667.0,10.0,24.0,2.0,334.0,1.0,11500000.0,S3,DPK,13666667.0
2761,0.0,15500000.0,66000000.0,21.0,76.0,4.0,698.0,1.0,14000000.0,D2,DPK,16500000.0
2762,4.0,19000000.0,61333333.0,4.0,113.0,7.0,123.0,2.0,15500000.0,S2,Kurang lancar,30666667.0
2763,2.0,6700000.0,63333333.0,11.0,57.0,3.0,313.0,2.0,14000000.0,SMA,DPK,31666667.0
2764,4.0,18000000.0,56166667.0,9.0,45.0,4.0,228.0,1.0,4000000.0,S1,DPK,14041667.0
2765,2.0,10700000.0,58833333.0,11.0,9.0,2.0,376.0,0.0,6000000.0,SMA,DPK,0.0
2766,3.0,15500000.0,72500000.0,17.0,90.0,5.0,682.0,3.0,11500000.0,D3,DPK,54375000.0
2767,4.0,27000000.0,143833333.0,6.0,97.0,7.0,426.0,1.0,6000000.0,S1,Kurang lancar,35958333.0
2768,2.0,26000000.0,142166667.0,35.0,91.0,5.0,457.0,2.0,6000000.0,S3,Kurang lancar,71083333.0
2769,4.0,10500000.0,55333333.0,11.0,18.0,1.0,301.0,1.0,8500000.0,D2,DPK,13833333.0
2770,4.0,24000000.0,55666667.0,10.0,112.0,7.0,162.0,2.0,4500000.0,S1,Kurang lancar,27833333.0
2771,4.0,13000000.0,55166667.0,19.0,26.0,1.0,411.0,1.0,8500000.0,S2,DPK,13791667.0
2772,2.0,23000000.0,49833333.0,25.0,15.0,2.0,563.0,0.0,8500000.0,S2,DPK,0.0
2773,4.0,10500000.0,57333333.0,15.0,42.0,3.0,287.0,1.0,8500000.0,D3,DPK,14333333.0
2774,2.0,8500000.0,61000000.0,7.0,21.0,2.0,395.0,1.0,6000000.0,D1,DPK,15250000.0
2775,3.0,18000000.0,70166667.0,22.0,48.0,4.0,415.0,1.0,11000000.0,S2,DPK,17541667.0
2776,2.0,21000000.0,56833333.0,24.0,13.0,1.0,687.0,0.0,4000000.0,S1,DPK,0.0
2777,3.0,10500000.0,63500000.0,5.0,112.0,6.0,365.0,1.0,9000000.0,D3,Kurang lancar,15875000.0
2778,4.0,17500000.0,81000000.0,12.0,179.0,11.0,158.0,2.0,13000000.0,D2,Diragukan,40500000.0
2779,2.0,18000000.0,62333333.0,17.0,1.0,1.0,571.0,0.0,10000000.0,S1,DPK,0.0
2780,4.0,15500000.0,77500000.0,14.0,151.0,8.0,290.0,3.0,6500000.0,D3,Diragukan,58125000.0
2781,2.0,14000000.0,58166667.0,6.0,160.0,9.0,303.0,2.0,3500000.0,S2,Diragukan,29083333.0
2782,4.0,29000000.0,138833333.0,13.0,126.0,10.0,458.0,2.0,7500000.0,S2,Diragukan,69416667.0
2783,3.0,19000000.0,77666667.0,25.0,42.0,2.0,443.0,1.0,10000000.0,S1,DPK,19416667.0
2784,3.0,13000000.0,58166667.0,12.0,30.0,1.0,351.0,1.0,7000000.0,S1,DPK,14541667.0
2785,4.0,18000000.0,61166667.0,5.0,100.0,7.0,247.0,2.0,7000000.0,S3,Kurang lancar,30583333.0
2786,2.0,21500000.0,53833333.0,21.0,40.0,3.0,558.0,1.0,8000000.0,D1,DPK,13458333.0
2787,4.0,19000000.0,57333333.0,21.0,46.0,4.0,541.0,1.0,17500000.0,S1,DPK,14333333.0
2788,0.0,26500000.0,137166667.0,3.0,114.0,7.0,363.0,2.0,4500000.0,D3,Kurang lancar,68583333.0
2789,4.0,18000000.0,64833333.0,6.0,138.0,9.0,247.0,1.0,11500000.0,S1,Diragukan,16208333.0
2790,0.0,25500000.0,143000000.0,26.0,0.0,0.0,513.0,0.0,15000000.0,D3,Lancar,0.0
2791,3.0,17500000.0,57166667.0,24.0,37.0,3.0,538.0,1.0,8000000.0,D3,DPK,14291667.0
2792,3.0,10500000.0,63333333.0,10.0,52.0,2.0,259.0,1.0,7500000.0,D2,DPK,15833333.0
2793,1.0,10500000.0,56333333.0,5.0,26.0,3.0,402.0,0.0,10000000.0,D1,DPK,0.0
2794,4.0,15000000.0,74666667.0,13.0,107.0,7.0,195.0,1.0,13000000.0,S2,Kurang lancar,18666667.0
2795,2.0,21000000.0,69666667.0,24.0,52.0,3.0,468.0,1.0,4500000.0,S2,DPK,17416667.0
2796,2.0,7700000.0,56000000.0,7.0,3.0,2.0,342.0,0.0,4500000.0,SMA,DPK,0.0
2797,4.0,24000000.0,41666667.0,24.0,52.0,3.0,533.0,1.0,11000000.0,S1,DPK,10416667.0
2798,3.0,13000000.0,59333333.0,19.0,33.0,3.0,410.0,1.0,14500000.0,S1,DPK,14833333.0
2799,3.0,18500000.0,54833333.0,16.0,19.999999999999993,2.0,439.0,0.0,7500000.0,D3,DPK,0.0
2800,3.0,13000000.0,59666667.0,4.0,68.0,3.0,436.0,1.0,5500000.0,S1,DPK,14916667.0
2801,3.0,17500000.0,58000000.0,23.0,80.0,7.0,653.0,1.0,10500000.0,D1,DPK,14500000.0
2802,5.0,10500000.0,57166667.0,14.0,25.0,1.0,239.0,1.0,14500000.0,D1,DPK,14291667.0
2803,3.0,18500000.0,64000000.0,18.0,43.0,5.0,548.0,0.0,6000000.0,D1,DPK,0.0
2804,3.0,24000000.0,76000000.0,20.0,29.0,1.0,547.0,1.0,5000000.0,S1,DPK,19000000.0
2805,3.0,19000000.0,63000000.0,24.0,67.0,4.0,582.0,1.0,7500000.0,S2,DPK,15750000.0
2806,4.0,10500000.0,61666667.0,10.0,13.0,2.0,208.0,0.0,8500000.0,D3,DPK,0.0
2807,2.0,13000000.0,60166667.0,11.0,0.0,0.0,397.0,0.0,9500000.0,S2,Lancar,0.0
2808,5.0,15500000.0,79833333.0,13.0,140.0,9.0,119.0,3.0,7500000.0,D3,Diragukan,59875000.0
2809,3.0,22000000.0,55833333.0,20.0,22.0,2.0,692.0,1.0,6000000.0,S3,DPK,13958333.0
2810,2.0,13000000.0,60333333.0,9.0,63.0,7.0,351.0,1.0,11000000.0,S2,DPK,15083333.0
2811,4.0,21000000.0,49166667.0,12.0,86.0,5.0,297.0,1.0,5000000.0,S1,DPK,12291667.0
2812,2.0,13000000.0,61500000.0,10.0,28.0,2.0,394.0,1.0,15000000.0,S1,DPK,15375000.0
2813,2.0,18000000.0,36500000.0,18.0,78.0,4.0,411.0,1.0,5000000.0,S2,DPK,9125000.0
2814,3.0,22500000.0,79500000.0,18.0,89.0,5.0,580.0,1.0,18500000.0,D3,DPK,19875000.0
2815,5.0,10500000.0,55833333.0,4.0,79.0,5.0,367.0,2.0,13000000.0,D3,DPK,27916667.0
2816,4.0,17500000.0,52000000.0,18.0,0.0,0.0,323.0,0.0,15500000.0,D3,Lancar,0.0
2817,2.0,26000000.0,137666667.0,34.0,52.0,2.0,486.0,1.0,6000000.0,S1,DPK,34416667.0
2818,4.0,18000000.0,71666667.0,13.0,97.0,7.0,180.0,2.0,9000000.0,S1,Kurang lancar,35833333.0
2819,1.0,6700000.0,59833333.0,13.0,28.0,2.0,468.0,1.0,5500000.0,SMA,DPK,14958333.0
2820,0.0,10500000.0,57333333.0,13.0,47.0,3.0,475.0,1.0,15500000.0,D1,DPK,14333333.0
2821,2.0,13000000.0,55500000.0,14.0,89.0,5.0,341.0,2.0,6500000.0,S2,DPK,27750000.0
2822,3.0,15500000.0,44333333.0,10.0,113.0,8.0,132.0,1.0,3000000.0,D3,Kurang lancar,11083333.0
2823,4.0,18000000.0,73166667.0,1.0,94.0,4.0,275.0,2.0,8000000.0,S2,Kurang lancar,36583333.0
2824,4.0,13000000.0,61166667.0,16.0,40.0,3.0,452.0,1.0,13500000.0,S1,DPK,15291667.0
2825,3.0,23000000.0,74000000.0,16.0,94.0,5.0,647.0,2.0,15500000.0,S1,Kurang lancar,37000000.0
2826,1.0,4700000.0,22000000.0,2.0,84.0,6.0,22.0,1.0,7000000.0,SMA,DPK,5500000.0
2827,4.0,17500000.0,76833333.0,8.0,157.0,8.0,192.0,3.0,14000000.0,D3,Diragukan,57625000.0
2828,3.0,17500000.0,64500000.0,15.0,31.0,2.0,584.0,1.0,17000000.0,D3,DPK,16125000.0
2829,2.0,16000000.0,66500000.0,6.0,142.0,7.0,105.0,1.0,5000000.0,S1,Diragukan,16625000.0
2830,2.0,13000000.0,57333333.0,15.0,42.0,2.0,382.0,1.0,6500000.0,S1,DPK,14333333.0
2831,4.0,10500000.0,58666667.0,10.0,29.0,1.0,327.0,1.0,5500000.0,D1,DPK,14666667.0
2832,0.0,20000000.0,48333333.0,23.0,22.0,2.0,615.0,0.0,5500000.0,S1,DPK,0.0
2833,1.0,9700000.0,63166667.0,19.0,39.0,3.0,391.0,1.0,4500000.0,SMA,DPK,15791667.0
2834,1.0,10700000.0,55166667.0,14.0,65.0,3.0,362.0,1.0,8500000.0,SMA,DPK,13791667.0
2835,4.0,10500000.0,52833333.0,15.0,29.0,1.0,340.0,1.0,4500000.0,D1,DPK,13208333.0
2836,0.0,25500000.0,143833333.0,26.0,36.0,2.0,572.0,1.0,10000000.0,D3,DPK,35958333.0
2837,2.0,26000000.0,138166667.0,35.0,22.0,1.0,618.0,1.0,8000000.0,S3,DPK,34541667.0
2838,1.0,10700000.0,57333333.0,1.0,34.0,3.0,294.0,1.0,9500000.0,SMA,DPK,14333333.0
2839,2.0,6700000.0,56833333.0,15.0,54.0,3.0,346.0,1.0,13500000.0,SMA,DPK,14208333.0
2840,3.0,22500000.0,88000000.0,16.0,40.0,2.0,529.0,1.0,7500000.0,D3,DPK,22000000.0
2841,4.0,17500000.0,59000000.0,12.0,57.0,4.0,112.0,2.0,6500000.0,D3,DPK,29500000.0
2842,1.0,6700000.0,61500000.0,7.0,131.0,9.0,300.0,3.0,7500000.0,SMA,Diragukan,46125000.0
2843,2.0,21000000.0,50333333.0,17.0,76.0,4.0,564.0,1.0,19500000.0,S3,DPK,12583333.0
