,debtor_gender,age,debtor_education_level,debtor_martial_status,employment_type,number_of_dependents,net_income,payment_date,loan_amount,avg_amounts_previous_bills,avg_previous_payment,amount_of_late,late_payment_amount,credit_risk,credit_score,arrears_amounts,aset,loss_reverse,aging
2196,Pria,19,SMA,Belum menikah,Contract,1,12700000.0,2023-06-09,16833333.333333332,9500000,6450000,6,1,Tertagih,296,0,12500000,0.0,DPK
2197,Wanita,77,D2,Sudah menikah,Retired,4,13500000.0,2023-05-02,15250000.0,4500000,3750000,72,4,Tertagih,398,1,16500000,15250000.0,DPK
2198,Pria,34,D2,Sudah menikah,Self-employed,4,25500000.0,2023-04-06,34625000.0,37000000,25600000,78,6,Tidak tertagih,292,2,7000000,69250000.0,DPK
2199,Pria,62,D3,Sudah menikah,Retired,4,10500000.0,2023-08-23,13916666.666666666,4000000,2000000,31,3,Tidak tertagih,220,1,10500000,13916666.666666666,DPK
2200,Wanita,67,S1,Sudah menikah,Retired,2,18000000.0,2023-01-02,11916666.666666666,11500000,6650000,112,6,Tidak tertagih,191,2,13000000,23833333.33333333,Kurang lancar
2201,Pria,19,SMA,Belum menikah,Contract,2,6700000.0,2023-01-12,14125000.0,14500000,11350000,91,6,Tidak tertagih,443,2,8000000,28250000.0,Kurang lancar
2202,Pria,44,S1,Sudah menikah,Full-time,3,24000000.0,2023-09-15,14125000.0,16500000,8750000,81,4,Tertagih,418,2,12000000,28250000.0,DPK
2203,Pria,24,S1,Belum menikah,Full-time,0,15000000.0,2023-01-06,12208333.333333334,5500000,5350000,114,8,Tidak tertagih,258,2,12000000,24416666.666666668,Kurang lancar
2204,Pria,64,D2,Sudah menikah,Retired,3,10500000.0,2023-04-14,14458333.333333334,13000000,12900000,31,2,Tidak tertagih,349,1,13000000,14458333.333333334,DPK
2205,Pria,21,SMP,Belum menikah,Contract,1,5000000.0,2023-07-24,14625000.0,19500000,17050000,8,3,Tidak tertagih,215,0,9500000,0.0,DPK
2206,Wanita,64,D2,Sudah menikah,Retired,3,10500000.0,2023-05-04,15250000.0,6500000,4850000,39,2,Tertagih,274,1,4500000,15250000.0,DPK
2207,Wanita,74,D3,Sudah menikah,Retired,3,15500000.0,2023-07-12,14875000.0,8500000,7150000,163,8,Tidak tertagih,238,2,6000000,29750000.0,Diragukan
2208,Wanita,79,D3,Sudah menikah,Retired,3,15500000.0,2023-04-06,19458333.33333333,10000000,8600000,17,2,Tertagih,540,0,8000000,0.0,DPK
2209,Wanita,62,S1,Sudah menikah,Retired,3,13000000.0,2023-02-17,13875000.0,15000000,11400000,139,6,Tidak tertagih,436,2,5000000,27750000.0,Diragukan
2210,Pria,42,S1,Sudah menikah,Full-time,4,25000000.0,2023-05-30,35958333.333333336,35000000,29800000,44,2,Tidak tertagih,435,1,6500000,35958333.333333336,DPK
2211,Wanita,64,S1,Sudah menikah,Retired,3,18000000.0,2023-06-21,17541666.666666668,19500000,17750000,0,0,Tertagih,436,0,8500000,0.0,Lancar
2212,Pria,55,S2,Sudah menikah,Retired,2,13000000.0,2023-08-19,15625000.0,6000000,5800000,1,1,Tidak tertagih,415,0,3500000,0.0,DPK
2213,Wanita,51,S1,Sudah menikah,Retired,2,18000000.0,2023-04-27,10458333.333333334,18000000,15400000,34,2,Tertagih,434,1,7500000,10458333.333333334,DPK
2214,Wanita,61,D1,Sudah menikah,Retired,3,15500000.0,2023-02-11,20333333.33333333,26000000,25400000,33,3,Tertagih,423,1,8500000,20333333.33333333,DPK
2215,Pria,28,SMA,Belum menikah,Contract,2,13700000.0,2023-05-08,13416666.666666666,5000000,4700000,15,1,Tidak tertagih,206,1,4000000,13416666.666666666,DPK
2216,Pria,43,S1,Sudah menikah,Full-time,2,22000000.0,2023-04-07,11458333.333333334,18500000,12450000,5,1,Tertagih,413,0,7000000,0.0,DPK
2217,Pria,48,S1,Sudah menikah,Full-time,4,24000000.0,2023-06-28,16166666.666666666,15000000,13800000,58,6,Tidak tertagih,272,1,10000000,16166666.666666666,DPK
2218,Pria,31,D1,Belum menikah,Full-time,0,19500000.0,2023-01-31,14375000.0,14000000,10500000,46,4,Tertagih,555,0,6500000,0.0,DPK
2219,Pria,28,D1,Belum menikah,Contract,0,8500000.0,2023-06-09,15166666.666666666,17500000,15350000,0,0,Tidak tertagih,292,0,13000000,0.0,Lancar
2220,Wanita,59,S3,Sudah menikah,Retired,3,13000000.0,2023-02-14,14625000.0,7500000,4950000,47,2,Tertagih,473,2,18500000,29250000.0,DPK
2221,Wanita,68,D3,Sudah menikah,Retired,3,10500000.0,2023-06-08,15458333.333333334,16500000,12050000,17,1,Tidak tertagih,216,1,5000000,15458333.333333334,DPK
2222,Pria,50,S3,Sudah menikah,Retired,2,26000000.0,2023-08-17,34041666.666666664,31000000,22800000,44,3,Tertagih,473,1,15500000,34041666.666666664,DPK
2223,Pria,30,SMA,Belum menikah,Contract,1,13700000.0,2023-02-18,16333333.333333334,19000000,18900000,82,5,Tidak tertagih,321,1,15500000,16333333.333333334,DPK
2224,Wanita,74,S2,Sudah menikah,Retired,2,22000000.0,2023-02-16,18083333.33333333,4000000,3300000,116,8,Tidak tertagih,248,1,7500000,18083333.33333333,Kurang lancar
2225,Pria,38,S2,Sudah menikah,Full-time,4,24000000.0,2023-04-15,18375000.0,20000000,13100000,54,5,Tidak tertagih,232,0,8500000,0.0,DPK
2226,Wanita,72,S2,Sudah menikah,Retired,3,18000000.0,2023-07-11,17291666.666666668,29500000,21450000,11,1,Tertagih,687,0,8000000,0.0,DPK
2227,Pria,41,D3,Sudah menikah,Full-time,3,17500000.0,2023-07-12,13375000.0,18000000,16900000,6,1,Tertagih,364,0,9500000,0.0,DPK
2228,Wanita,67,D3,Sudah menikah,Retired,4,10500000.0,2023-07-04,13708333.333333334,17000000,12300000,69,4,Tertagih,293,1,7000000,13708333.333333334,DPK
2229,Pria,33,D3,Sudah menikah,Full-time,3,17500000.0,2023-08-23,14083333.333333334,23000000,14200000,26,1,Tertagih,640,1,8000000,14083333.333333334,DPK
2230,Pria,18,SMA,Belum menikah,Contract,2,8700000.0,2023-04-29,14708333.333333334,11000000,6900000,141,7,Tidak tertagih,480,1,7500000,14708333.333333334,Diragukan
2231,Wanita,59,D2,Sudah menikah,Retired,3,17500000.0,2023-04-06,19208333.33333333,14500000,11550000,70,4,Tertagih,590,2,17000000,38416666.66666666,DPK
2232,Pria,39,S1,Sudah menikah,Full-time,3,19000000.0,2023-03-25,12291666.666666666,11000000,6300000,29,1,Tertagih,392,1,5000000,12291666.666666666,DPK
2233,Wanita,62,S1,Sudah menikah,Retired,4,18000000.0,2023-04-06,10125000.0,2500000,1750000,41,5,Tidak tertagih,255,1,6500000,10125000.0,DPK
2234,Pria,78,D3,Sudah menikah,Retired,5,10500000.0,2023-02-17,15208333.333333334,15000000,14100000,26,2,Tidak tertagih,295,1,7500000,15208333.333333334,DPK
2235,Pria,27,SMA,Belum menikah,Contract,2,13700000.0,2023-06-16,15000000.0,19000000,13200000,14,3,Tertagih,339,0,7500000,0.0,DPK
2236,Wanita,52,D3,Sudah menikah,Retired,5,15500000.0,2023-03-30,17000000.0,15500000,14950000,124,7,Tidak tertagih,223,3,9500000,51000000.0,Diragukan
2237,Wanita,73,D2,Sudah menikah,Retired,4,10500000.0,2023-01-04,14041666.666666666,12500000,6650000,8,4,Tertagih,306,0,7500000,0.0,DPK
2238,Pria,48,S3,Sudah menikah,Full-time,2,26000000.0,2023-06-09,33458333.33333333,39500000,24850000,21,1,Tertagih,671,1,12500000,33458333.33333333,DPK
2239,Wanita,62,D3,Sudah menikah,Retired,4,10500000.0,2023-06-20,14833333.333333334,4000000,2100000,70,6,Tidak tertagih,395,1,5500000,14833333.333333334,DPK
2240,Pria,49,S1,Sudah menikah,Full-time,4,19000000.0,2023-04-19,17666666.666666668,12000000,7600000,86,7,Tidak tertagih,274,1,11500000,17666666.666666668,DPK
2241,Pria,25,SMA,Belum menikah,Contract,2,5700000.0,2023-08-01,14208333.333333334,19500000,16750000,39,4,Tidak tertagih,389,1,6000000,14208333.333333334,DPK
2242,Wanita,56,D3,Sudah menikah,Retired,4,15500000.0,2023-08-20,14875000.0,25500000,13750000,65,6,Tidak tertagih,120,1,4500000,14875000.0,DPK
2243,Pria,73,S1,Sudah menikah,Retired,4,13000000.0,2023-01-09,14791666.666666666,16500000,11650000,113,6,Tertagih,348,1,4500000,14791666.666666666,Kurang lancar
2244,Pria,26,D1,Belum menikah,Full-time,0,20500000.0,2023-06-28,16000000.0,5000000,2800000,11,1,Tertagih,535,0,6500000,0.0,DPK
2245,Pria,45,D3,Sudah menikah,Contract,3,17500000.0,2023-02-01,11000000.0,28000000,16200000,0,0,Tertagih,443,0,10500000,0.0,Lancar
2246,Pria,43,D1,Sudah menikah,Full-time,3,22500000.0,2023-02-03,14458333.333333334,26500000,16450000,0,0,Tertagih,402,0,5000000,0.0,Lancar
2247,Pria,48,S1,Sudah menikah,Self-employed,2,29000000.0,2023-04-16,34250000.0,35500000,20750000,153,11,Tidak tertagih,394,4,18500000,137000000.0,Diragukan
2248,Wanita,51,S1,Sudah menikah,Retired,2,18000000.0,2023-04-06,18333333.33333333,12000000,11300000,56,2,Tertagih,581,1,5000000,18333333.33333333,DPK
2249,Pria,32,D3,Sudah menikah,Contract,4,22500000.0,2023-01-23,14708333.333333334,13500000,12150000,32,2,Tertagih,574,1,13000000,14708333.333333334,DPK
2250,Pria,27,D1,Belum menikah,Contract,1,15500000.0,2023-06-09,14625000.0,18000000,12200000,66,4,Tertagih,482,1,7500000,14625000.0,DPK
2251,Wanita,80,S3,Sudah menikah,Retired,2,18000000.0,2023-02-15,19333333.33333333,27500000,20850000,97,6,Tidak tertagih,115,2,7500000,38666666.66666666,Kurang lancar
2252,Pria,33,S1,Sudah menikah,Full-time,4,29000000.0,2023-01-07,35625000.0,30500000,24550000,51,4,Tidak tertagih,241,1,5500000,35625000.0,DPK
2253,Pria,48,S2,Sudah menikah,Full-time,4,19000000.0,2023-05-27,19375000.0,1500000,750000,121,7,Tidak tertagih,163,2,18000000,38750000.0,Diragukan
2254,Pria,35,S1,Sudah menikah,Full-time,3,19000000.0,2023-06-02,18833333.33333333,22500000,13150000,44,2,Tertagih,512,1,8500000,18833333.33333333,DPK
2255,Pria,47,S1,Sudah menikah,Full-time,2,29000000.0,2023-04-28,33833333.333333336,32500000,18150000,47,3,Tertagih,541,1,8500000,33833333.333333336,DPK
2256,Pria,43,S1,Sudah menikah,Full-time,4,19000000.0,2023-03-27,18750000.0,6500000,4850000,104,7,Tidak tertagih,266,2,6500000,37500000.0,Kurang lancar
2257,Pria,46,S1,Sudah menikah,Full-time,4,24000000.0,2023-05-13,16958333.333333332,3500000,2250000,120,6,Tidak tertagih,257,3,17000000,50875000.0,Kurang lancar
2258,Pria,80,S3,Sudah menikah,Retired,2,13000000.0,2023-03-11,14083333.333333334,19000000,17500000,151,7,Tidak tertagih,414,3,7500000,42250000.0,Diragukan
2259,Pria,30,D1,Belum menikah,Full-time,0,21500000.0,2023-04-03,15791666.666666666,28500000,26450000,81,5,Tidak tertagih,239,1,11500000,15791666.666666666,DPK
2260,Pria,48,D3,Sudah menikah,Full-time,3,22500000.0,2023-04-28,18833333.33333333,24500000,24450000,20,3,Tertagih,656,0,7000000,0.0,DPK
2261,Wanita,53,S2,Sudah menikah,Retired,3,18000000.0,2023-05-28,17833333.333333332,25000000,20100000,129,7,Tidak tertagih,254,2,3000000,35666666.666666664,Diragukan
2262,Wanita,61,S1,Sudah menikah,Retired,4,18000000.0,2023-09-12,14375000.0,17000000,9000000,94,7,Tidak tertagih,253,1,8000000,14375000.0,Kurang lancar
2263,Pria,49,S2,Sudah menikah,Full-time,4,24000000.0,2023-03-06,20583333.33333333,27000000,18400000,101,6,Tidak tertagih,234,2,6000000,41166666.66666666,Kurang lancar
2264,Pria,37,D2,Sudah menikah,Full-time,5,17500000.0,2023-06-27,18166666.666666668,26500000,13350000,94,7,Tidak tertagih,131,1,18500000,18166666.666666668,Kurang lancar
2265,Wanita,58,D3,Sudah menikah,Retired,3,15500000.0,2023-06-12,15541666.666666666,19500000,13850000,109,7,Tidak tertagih,245,2,10000000,31083333.33333333,Kurang lancar
2266,Pria,40,D2,Sudah menikah,Full-time,3,20500000.0,2023-06-17,17541666.666666668,3500000,1850000,57,2,Tertagih,686,2,9500000,35083333.333333336,DPK
2267,Wanita,77,D1,Sudah menikah,Retired,4,18500000.0,2023-07-10,18416666.666666668,18500000,11650000,107,5,Tidak tertagih,206,2,7500000,36833333.333333336,Kurang lancar
2268,Pria,47,S3,Sudah menikah,Full-time,2,21000000.0,2023-07-11,19125000.0,20000000,12500000,104,6,Tidak tertagih,133,2,5500000,38250000.0,Kurang lancar
2269,Pria,22,SMA,Belum menikah,Contract,2,5700000.0,2023-03-06,14291666.666666666,5500000,5450000,4,1,Tertagih,423,0,6000000,0.0,DPK
2270,Wanita,22,SMA,Belum menikah,Contract,1,5700000.0,2023-07-13,14958333.333333334,14500000,10150000,168,10,Tidak tertagih,429,4,9500000,59833333.333333336,Diragukan
2271,Wanita,52,D3,Sudah menikah,Retired,5,10500000.0,2023-07-25,14541666.666666666,5500000,3150000,68,4,Tertagih,246,1,8000000,14541666.666666666,DPK
2272,Wanita,70,S2,Sudah menikah,Retired,4,18000000.0,2023-09-05,17791666.666666668,12000000,6700000,70,5,Tidak tertagih,182,2,10500000,35583333.333333336,DPK
2273,Wanita,64,D1,Sudah menikah,Retired,3,10500000.0,2023-02-22,14708333.333333334,19500000,19450000,32,2,Tertagih,326,1,9500000,14708333.333333334,DPK
2274,Wanita,70,S3,Sudah menikah,Retired,2,18000000.0,2023-02-18,14166666.666666666,20000000,10500000,26,1,Tertagih,551,1,9500000,14166666.666666666,DPK
2275,Wanita,56,S1,Sudah menikah,Retired,4,13000000.0,2023-07-08,15000000.0,12000000,10400000,53,5,Tidak tertagih,477,1,6500000,15000000.0,DPK
2276,Wanita,58,D3,Sudah menikah,Retired,3,15500000.0,2023-05-05,16375000.0,24500000,19350000,38,2,Tertagih,472,1,17500000,16375000.0,DPK
2277,Pria,29,S1,Belum menikah,Full-time,0,36000000.0,2023-04-03,40083333.333333336,31500000,28150000,0,0,Tertagih,655,0,10500000,0.0,Lancar
2278,Pria,29,D1,Belum menikah,Contract,0,21500000.0,2023-02-11,16166666.666666666,29000000,25500000,60,4,Tertagih,552,1,9000000,16166666.666666666,DPK
2279,Wanita,52,D1,Sudah menikah,Retired,4,15500000.0,2023-07-18,19625000.0,19500000,10050000,93,7,Tidak tertagih,264,1,9000000,19625000.0,Kurang lancar
2280,Pria,35,D1,Sudah menikah,Full-time,4,20500000.0,2023-02-22,15875000.0,23000000,15800000,38,2,Tertagih,410,1,7000000,15875000.0,DPK
2281,Pria,43,S1,Sudah menikah,Full-time,2,21000000.0,2023-07-01,18541666.666666668,21500000,16150000,143,7,Tidak tertagih,169,1,6000000,18541666.666666668,Diragukan
2282,Pria,40,S1,Sudah menikah,Full-time,4,19000000.0,2023-03-29,15875000.0,8000000,4500000,75,4,Tidak tertagih,161,1,4500000,15875000.0,DPK
2283,Pria,29,SMA,Belum menikah,Contract,1,13700000.0,2023-03-05,15541666.666666666,18500000,13650000,39,2,Tertagih,241,1,9500000,15541666.666666666,DPK
2284,Wanita,75,D3,Sudah menikah,Retired,4,15500000.0,2023-02-05,15250000.0,18500000,16950000,93,8,Tidak tertagih,120,1,9500000,15250000.0,Kurang lancar
2285,Pria,32,D3,Sudah menikah,Full-time,3,25500000.0,2023-08-14,34083333.333333336,35000000,23000000,72,6,Tidak tertagih,209,1,4500000,34083333.333333336,DPK
2286,Wanita,62,D3,Sudah menikah,Retired,3,14500000.0,2023-06-17,15000000.0,7000000,5800000,91,4,Tidak tertagih,218,2,14000000,30000000.0,Kurang lancar
2287,Pria,32,S1,Sudah menikah,Full-time,4,19000000.0,2023-09-07,19625000.0,6500000,5950000,85,8,Tidak tertagih,239,2,50000000,39250000.0,DPK
2288,Pria,38,S2,Sudah menikah,Full-time,4,29000000.0,2023-05-01,34583333.333333336,38500000,23750000,165,9,Tidak tertagih,371,2,11000000,69166666.66666667,Diragukan
2289,Wanita,19,SMA,Belum menikah,Not-employed,1,4700000.0,2023-08-24,5333333.333333333,36000000,18600000,94,7,Tidak tertagih,53,1,14500000,5333333.333333333,Kurang lancar
2290,Pria,79,D2,Sudah menikah,Retired,5,10500000.0,2023-02-14,14166666.666666666,19500000,10250000,113,5,Tertagih,255,2,14500000,28333333.33333333,Kurang lancar
2291,Wanita,59,S2,Sudah menikah,Retired,2,18000000.0,2023-09-11,13458333.333333334,24500000,15350000,134,8,Tidak tertagih,254,3,5000000,40375000.0,Diragukan
2292,Pria,32,S1,Sudah menikah,Full-time,4,24000000.0,2023-03-03,13750000.0,8500000,6150000,32,2,Tertagih,588,1,5500000,13750000.0,DPK
2293,Pria,32,S2,Sudah menikah,Full-time,2,26000000.0,2023-05-30,35083333.333333336,31500000,20950000,93,4,Tertagih,507,2,8000000,70166666.66666667,Kurang lancar
2294,Wanita,79,D3,Sudah menikah,Retired,3,15500000.0,2023-06-10,16666666.666666666,2000000,1300000,30,3,Tertagih,531,1,7000000,16666666.666666666,DPK
2295,Pria,39,S1,Sudah menikah,Full-time,4,19000000.0,2023-01-21,14375000.0,20500000,15150000,120,7,Tidak tertagih,272,3,6500000,43125000.0,Kurang lancar
2296,Wanita,65,D3,Sudah menikah,Retired,4,10500000.0,2023-06-21,13666666.666666666,10000000,6800000,10,1,Tidak tertagih,348,0,8500000,0.0,DPK
2297,Wanita,77,D3,Sudah menikah,Retired,3,15500000.0,2023-03-13,16458333.333333334,17500000,14950000,162,9,Tidak tertagih,132,2,9500000,32916666.666666668,Diragukan
2298,Pria,26,D3,Belum menikah,Contract,0,10500000.0,2023-04-11,16583333.333333334,15500000,9350000,38,3,Tertagih,393,1,7000000,16583333.333333334,DPK
2299,Pria,35,S2,Sudah menikah,Full-time,4,24000000.0,2023-08-22,18958333.33333333,26500000,18950000,101,6,Tidak tertagih,240,2,31500000,37916666.66666666,Kurang lancar
2300,Pria,51,D1,Sudah menikah,Retired,3,10500000.0,2023-04-26,14041666.666666666,14500000,13050000,0,0,Tertagih,205,0,6500000,0.0,Lancar
2301,Pria,18,SMA,Belum menikah,Contract,2,9700000.0,2023-02-17,15208333.333333334,7000000,5400000,75,3,Tertagih,480,2,6000000,30416666.666666668,DPK
2302,Wanita,76,S2,Sudah menikah,Retired,3,18000000.0,2023-07-08,14833333.333333334,17500000,16850000,106,8,Tidak tertagih,122,1,4500000,14833333.333333334,Kurang lancar
2303,Pria,40,S1,Sudah menikah,Full-time,2,27000000.0,2023-09-05,34708333.333333336,39000000,33600000,91,6,Tidak tertagih,239,1,13000000,34708333.333333336,Kurang lancar
2304,Pria,54,D1,Sudah menikah,Retired,4,10500000.0,2023-01-09,15541666.666666666,17500000,15850000,32,2,Tertagih,341,1,17000000,15541666.666666666,DPK
2305,Pria,42,D3,Sudah menikah,Full-time,3,17500000.0,2023-01-09,17416666.666666668,1500000,1050000,76,6,Tidak tertagih,122,1,9000000,17416666.666666668,DPK
2306,Wanita,80,S2,Sudah menikah,Retired,3,20000000.0,2023-04-13,13500000.0,11000000,6900000,38,2,Tertagih,660,1,8000000,13500000.0,DPK
2307,Wanita,57,D3,Sudah menikah,Retired,5,10500000.0,2023-03-15,14166666.666666666,12000000,8100000,54,2,Tidak tertagih,392,1,6000000,14166666.666666666,DPK
2308,Wanita,72,S1,Sudah menikah,Retired,3,21000000.0,2023-01-31,20291666.666666668,6500000,4950000,115,7,Tidak tertagih,246,2,7000000,40583333.333333336,Kurang lancar
2309,Pria,44,S1,Sudah menikah,Full-time,2,21000000.0,2023-06-02,20416666.666666668,2000000,1800000,19,4,Tertagih,554,0,13000000,0.0,DPK
2310,Pria,27,D3,Belum menikah,Contract,0,20500000.0,2023-03-02,16041666.666666666,26000000,18100000,21,3,Tertagih,687,0,7000000,0.0,DPK
2311,Pria,48,S1,Sudah menikah,Full-time,4,29000000.0,2023-06-05,35541666.666666664,38000000,37200000,92,7,Tidak tertagih,366,1,9500000,35541666.666666664,Kurang lancar
2312,Wanita,45,D3,Sudah menikah,Full-time,4,25500000.0,2023-02-13,34958333.333333336,34500000,27850000,159,9,Tidak tertagih,298,3,4000000,104875000.0,Diragukan
2313,Pria,40,D3,Sudah menikah,Full-time,4,22500000.0,2023-08-24,15958333.333333334,4500000,2450000,0,0,Tertagih,587,0,9000000,0.0,Lancar
2314,Pria,51,D1,Sudah menikah,Retired,4,10500000.0,2023-05-20,15583333.333333334,18500000,10050000,74,4,Tidak tertagih,296,2,7500000,31166666.666666668,DPK
2315,Wanita,61,S1,Sudah menikah,Retired,3,13000000.0,2023-08-18,14708333.333333334,16000000,15400000,53,3,Tertagih,426,1,8500000,14708333.333333334,DPK
2316,Wanita,75,D3,Sudah menikah,Retired,3,18500000.0,2023-06-21,15791666.666666666,5500000,3750000,39,3,Tertagih,434,1,17000000,15791666.666666666,DPK
2317,Pria,38,D1,Sudah menikah,Full-time,5,17500000.0,2023-05-12,16041666.666666666,20000000,13300000,85,6,Tidak tertagih,207,2,5000000,32083333.33333333,DPK
2318,Wanita,79,D1,Sudah menikah,Retired,3,15500000.0,2023-09-10,17916666.666666668,11500000,11150000,197,10,Tidak tertagih,228,3,3000000,53750000.0,Macet
2319,Pria,31,SMA,Belum menikah,Part-time,1,5700000.0,2023-07-18,15250000.0,6000000,5700000,28,1,Tertagih,381,1,18500000,15250000.0,DPK
2320,Wanita,62,D3,Sudah menikah,Retired,4,10500000.0,2023-06-13,14541666.666666666,9500000,7150000,65,3,Tertagih,203,1,13500000,14541666.666666666,DPK
2321,Wanita,69,D3,Sudah menikah,Retired,3,10500000.0,2023-07-16,14708333.333333334,14000000,13500000,18,1,Tertagih,371,1,10500000,14708333.333333334,DPK
2322,Pria,18,SMA,Belum menikah,Contract,0,11700000.0,2023-04-23,13916666.666666666,6000000,3900000,22,2,Tertagih,211,1,12000000,13916666.666666666,DPK
2323,Wanita,53,S1,Sudah menikah,Retired,3,18000000.0,2023-03-08,17750000.0,8500000,5850000,164,9,Tidak tertagih,118,2,12500000,35500000.0,Diragukan
2324,Pria,25,D1,Belum menikah,Contract,2,16500000.0,2023-05-05,15916666.666666666,1500000,1250000,130,8,Tertagih,495,2,7000000,31833333.33333333,Diragukan
2325,Pria,22,SMA,Belum menikah,Contract,2,13700000.0,2023-02-16,14375000.0,16000000,14800000,42,4,Tertagih,343,1,4000000,14375000.0,DPK
2326,Pria,44,S1,Sudah menikah,Full-time,3,19000000.0,2023-04-06,14041666.666666666,27000000,22500000,104,7,Tidak tertagih,289,2,11500000,28083333.33333333,Kurang lancar
2327,Pria,30,D1,Belum menikah,Full-time,0,30500000.0,2023-01-21,34750000.0,39500000,38150000,64,3,Tertagih,670,2,6500000,69500000.0,DPK
2328,Pria,39,D3,Sudah menikah,Full-time,3,22500000.0,2023-04-24,11125000.0,23000000,11700000,30,2,Tertagih,455,1,6500000,11125000.0,DPK
2329,Pria,34,D1,Sudah menikah,Full-time,3,17500000.0,2023-04-23,13875000.0,7500000,5350000,25,1,Tertagih,578,1,4000000,13875000.0,DPK
2330,Wanita,53,S2,Sudah menikah,Retired,2,16000000.0,2023-09-11,15958333.333333334,21500000,18450000,61,3,Tertagih,690,1,5500000,15958333.333333334,DPK
2331,Pria,36,S2,Sudah menikah,Full-time,4,24000000.0,2023-06-21,14416666.666666666,26000000,25200000,47,4,Tertagih,476,1,8500000,14416666.666666666,DPK
2332,Pria,24,S1,Belum menikah,Full-time,0,20000000.0,2023-05-31,17125000.0,10500000,9650000,30,2,Tertagih,690,1,7000000,17125000.0,DPK
2333,Pria,63,D3,Sudah menikah,Retired,5,10500000.0,2023-04-05,14791666.666666666,9000000,4500000,0,0,Tidak tertagih,353,0,4000000,0.0,Lancar
2334,Pria,28,D3,Belum menikah,Full-time,0,15500000.0,2023-08-29,14875000.0,26500000,21250000,51,3,Tertagih,575,1,7500000,14875000.0,DPK
2335,Wanita,53,S1,Sudah menikah,Retired,2,16000000.0,2023-07-11,17166666.666666668,10000000,9000000,98,8,Tidak tertagih,205,1,8000000,17166666.666666668,Kurang lancar
2336,Wanita,52,D3,Sudah menikah,Retired,3,10500000.0,2023-08-24,13708333.333333334,12500000,7150000,137,6,Tidak tertagih,242,2,6500000,27416666.666666668,Diragukan
